ID,Centro,Orden,Clase de orden,Aviso,Plan mant.prev.,Fecha entrada,Fe.inic.extrema,Fe.inicio real,Fe.fin extrema,Fin real (hora),Pto.tbjo.resp.,Grupo planif.,Ubicac.técnica,Equipo,Texto breve,Status sistema,TotalCostesPlan,Cst.tot.reales
,0954,7821433,M01,,59350,15/06/2014,14/07/2014,14/07/2014,14/07/2014,17:00:00,SCOR00,006,DVP-MI-180-PC023,,0954 REVISION Y AJUSTE RECT FENOQUIMIA,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2584.36
,0954,7821434,M01,,59350,15/06/2014,14/07/2014,14/07/2014,14/07/2014,11:00:00,SCOR00,006,DVC-MI-034-PC018,,0954 REVISION Y AJUSTE RECT HOLIDAY,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7821435,M01,,59350,15/06/2014,14/07/2014,14/07/2014,14/07/2014,13:00:00,SCOR00,006,DVP-MI-183-PC024,,0954 REVISION Y AJUSTE RECT MINSA,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7821438,M01,,59034,15/06/2014,01/07/2014,01/07/2014,02/07/2014,11:00:00,SAUT10,009,ERM30016,,954INTSCADAGN ELEC-TED MI-016 NVO TEAPA,CERR NOTI IMPR KKMP NLIQ PREC,12364.56,12364.56
,0954,7821439,M01,,59034,15/06/2014,01/07/2014,01/07/2014,02/07/2014,18:00:00,SAUT10,009,ERM30016,,954INTSCADAGN INST-MI-016 NVO TEAPA,CERR NOTI IMPR KKMP NLIQ PREC,16486.08,17271.48
,0954,7821444,M01,,59126,15/06/2014,19/08/2014,,21/08/2014,00:00:00,SAUT10B,009,EM030004,,954INTSCADALP EM LPG COSOLEACAQ  MIL-039,LIB. IMPR KKMP NLIQ PREC,24729.12,0
,0954,7821446,M01,,59348,15/06/2014,10/07/2014,10/07/2014,10/07/2014,09:00:00,SCOR00,006,DVC-MI-023-PC004,,0954 REVISION Y AJUSTE RECT AGUACATE 1,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7821447,M01,,59348,15/06/2014,10/07/2014,10/07/2014,10/07/2014,10:00:00,SCOR00,006,DVC-MI-024-PC014,,0954 REVISION Y AJUSTE RECT AGUACATE 2,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7821448,M01,,59348,15/06/2014,10/07/2014,10/07/2014,10/07/2014,17:00:00,SCOR00,006,DVC-MI-030-PC017,,0954 REVISION Y AJUSTE RECT IXH PALOMAS,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2584.36
,0954,7821449,M01,,59348,15/06/2014,10/07/2014,10/07/2014,10/07/2014,13:00:00,SCOR00,006,DVC-MI-023-PC007,,0954 REVISION Y AJUSTE RECT PALOMAS,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7821450,M01,,59348,15/06/2014,10/07/2014,10/07/2014,10/07/2014,11:00:00,SCOR00,006,DVC-MI-023-PC005,,0954 REVISION Y AJUSTE RECT VENADO 1,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7821451,M01,,59348,15/06/2014,10/07/2014,10/07/2014,10/07/2014,12:00:00,SCOR00,006,DVC-MI-024-PC015,,0954 REVISION Y AJUSTE RECT VENADO 2,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7821456,M01,,59349,15/06/2014,11/07/2014,11/07/2014,11/07/2014,17:00:00,SCOR00,006,DVP-MI-173-PC022,,0954 REVISION Y AJUSTE RECT COCOS,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2584.36
,0954,7821457,M01,,59349,15/06/2014,11/07/2014,11/07/2014,11/07/2014,09:00:00,SCOR00,006,DVC-MI-023-PC006,,0954 REVISION Y AJUSTE NUDO TEAPA 1,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7821458,M01,,59349,15/06/2014,11/07/2014,11/07/2014,11/07/2014,11:00:00,SCOR00,006,DVC-MI-024-PC010,,0954 REVISION Y AJUSTE NUDO TEAPA 2,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7821459,M01,,59349,15/06/2014,11/07/2014,11/07/2014,11/07/2014,13:00:00,SCOR00,006,DVC-MI-029-PC016,,0954 REVISION Y AJUSTE NUDO PAJARITOS,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7821463,M01,,59368,15/06/2014,30/07/2014,30/07/2014,31/07/2014,12:00:00,SAUT10,009,ERM30042,,954INTSCADAGN ELEC  MI-007 CPQ MORELOS,CERR NOTI IMPR DMNV KKMP NLIQ PREC,11849.37,11849.37
,0954,7821464,M01,,59368,15/06/2014,04/07/2014,04/07/2014,04/07/2014,17:00:00,SAUT10,009,ERM30042,,954INTSCADAGN INST  MI-007 CPQ MORELOS,CERR NOTI IMPR KKMP NLIQ PREC,6182.28,6705.88
,0954,7821465,M01,,59368,15/06/2014,15/07/2014,15/07/2014,15/07/2014,15:00:00,SMED00,010,ERM30042,,954INTMEDICION CPQ MORELOS,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7821466,M01,,59053,15/06/2014,09/07/2014,09/07/2014,09/07/2014,15:00:00,SAUT10,009,ERM30015,,954INTSCADAELEC SALES DEL ISTMO MI-035,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7821467,M01,,59053,15/06/2014,09/07/2014,09/07/2014,09/07/2014,18:00:00,SAUT10,009,ERM30015,,954INTSCADAINSTTA SALES DEL ISTMO MI-035,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,9028.44
,0954,7821468,M01,,59053,15/06/2014,14/07/2014,14/07/2014,14/07/2014,17:00:00,SMED00,010,ERM30015,,954INTMED SALES DEL ISTMO    MI-035,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4645.12
,0954,7821554,M01,,66565,15/06/2014,18/07/2014,18/07/2014,18/07/2014,13:00:00,SSEG10,004,DVP-MI-174,,Celaje Terrestre Ramal Resistol,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7821555,M01,,66566,15/06/2014,18/07/2014,18/07/2014,18/07/2014,12:00:00,SSEG10,004,DVP-MI-176,,Celaje Terrestre Ramal Celanese Cang.,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7821556,M01,,66570,15/06/2014,18/07/2014,18/07/2014,18/07/2014,12:00:00,SSEG10,004,DVP-MI-180,,Celaje Terrestre Ramal Fenoquimia,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7821557,M01,,66520,15/06/2014,16/07/2014,16/07/2014,16/07/2014,11:00:00,SSEG10,004,DVP-MI-175,,Celaje Terrestre Ramal Hospital Mina,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7821558,M01,,66522,15/06/2014,16/07/2014,16/07/2014,16/07/2014,13:00:00,SSEG10,004,DVP-MI-185,,Celaje Terrestre Ramal Jaltipan-Minsa,CERR NOTI IMPR KKMP NLIQ PREC,1545.57,1545.57
,0954,7821559,M01,,66523,15/06/2014,16/07/2014,16/07/2014,16/07/2014,14:00:00,SSEG10,004,DVP-MI-187,,Celaje Terrestre Ramal Purina,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7821560,M01,,66575,15/06/2014,18/07/2014,18/07/2014,18/07/2014,10:00:00,SSEG10,004,DVP-MI-190,,Celaje Terrestre Campo Moloacan,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7821561,M01,,66578,15/06/2014,07/07/2014,07/07/2014,07/07/2014,09:00:00,SSEG10,004,DVP-MI-194,,Celaje Terrestre Hospital Nanchital,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7821564,M01,,66579,15/06/2014,16/07/2014,16/07/2014,16/07/2014,08:00:00,SSEG10,004,DVP-MI-188,,Celaje Terrestre La jaiba-Jaltipan,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7821823,M01,,83681,16/06/2014,02/07/2014,02/07/2014,02/07/2014,17:00:00,SMCD00,011,ESC-CH-COM-TC01,20170323,MANTTO. PSV-ESC-CH-172 EN LA UNIDAD NO.,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8766.64
,0954,7821954,M01,,,18/06/2014,11/08/2014,,15/08/2014,00:00:00,PQ_TUB00,007,DUC-TR-PQS-D0001-TRM05,,TRABAJOS DE EXCAVACION MANUAL,LIB. IMPR KKMP NLIQ PREC,123645.6,0
,0954,7821955,M01,,,18/06/2014,09/07/2014,09/07/2014,09/07/2014,08:00:00,PQ_TUB00,007,DUC-TR-PQS-D0002-TRM01-TED01,,CORRIDA DE DIABLOS DE LIMPIEZA CON COPAS,CERR NOTI IMPR DMNV KKMP NLIQ PREC,2575.95,2575.95
,0954,7822512,M01,,51077,22/06/2014,08/07/2014,08/07/2014,09/07/2014,15:00:00,SSEG10,004,DVC-MI-030,,Recorrido Celaje Terrestre D.D.V. 30,CERR NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,8243.04
,0954,7822513,M01,,51078,22/06/2014,17/07/2014,17/07/2014,17/07/2014,15:00:00,SSEG10,004,DVC-MI-043,,Recorrido Celaje Terrestre D.D.V. 43,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7822514,M01,,51079,22/06/2014,08/07/2014,08/07/2014,08/07/2014,15:00:00,SSEG10,004,DVP-MI-173,,Recorrido Celaje Terrestre D.D.V. 252,CERR NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,8243.04
,0954,7822515,M01,,51081,22/06/2014,16/07/2014,16/07/2014,16/07/2014,09:00:00,SSEG10,004,DVP-MI-183,,Recorrido Celaje Terrestre Ramal Ref-ASF,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7822516,M01,,51241,22/06/2014,03/07/2014,03/07/2014,08/07/2014,15:00:00,SSEG10,004,DVP-MI-172,,Recorrido Celaje Terrestre D.D.V. 251,CERR NOTI IMPR DMNV KKMP NLIQ PREC,20607.6,20607.6
,0954,7822540,M01,,53823,22/06/2014,07/08/2014,07/08/2014,07/08/2014,18:00:00,SMCD00,011,ESC-CH-TUB-DESES,20185288,ECCHI MANTTO VALVULA DE DESCARGA DE ESTA,CTEC NOTI IMPR MACO MOVM NLIQ PREC,22119.56,24083.06
,0954,7822541,M01,,53823,22/06/2014,21/08/2014,,21/08/2014,00:00:00,SAUT00,012,ESC-CH-TUB-DESES,20185288,ECCHI MANTTO VALVULA DE DESCARGA DE ESTA,LIB. KKMP NLIQ PREC,8243.04,0
,0954,7822680,M01,,59079,22/06/2014,18/08/2014,,18/08/2014,00:00:00,SAUT10,009,DUC-TR-GSD-D0014-TRM01-VS104,,954INTSCADAGNINSTTA V.S. COMEJEN  MI-028,LIB. IMPR DMNV KKMP NLIQ PREC,8243.04,0
,0954,7822686,M01,,59058,22/06/2014,04/07/2014,04/07/2014,04/07/2014,15:00:00,SMED00,010,ERM30028,,954INTMEDICION SOLNS QUÍM CAMPO Y IND,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7822687,M01,,59080,22/06/2014,10/07/2014,10/07/2014,10/07/2014,17:00:00,SMED00,010,ERM30033,,954INTMEDICION  EST. DE BOMBEO JALTIPAN,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8766.64
,0954,7822688,M01,,59128,22/06/2014,15/07/2014,15/07/2014,17/07/2014,11:00:00,SAUT10B,009,DUC-TR-GLP-D0001-TRM04-VS405,,954INTSCADALP VS. EST. 3 COSOLEA MIL-009,CERR NOTI IMPR DMNV FCAP KKMP NLIQ PREC,20607.6,20607.6
,0954,7822694,M01,,59038,22/06/2014,10/07/2014,10/07/2014,10/07/2014,11:00:00,SAUT10,009,ERM30026,,954INTSCADAGN ELEC CELANESE MEX MI-005,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7822695,M01,,59054,22/06/2014,22/07/2014,22/07/2014,22/07/2014,15:00:00,SAUT10,009,ERM30041,,954INTSCADAELECT  REPOS. GASOD.B.P. MI03,CERR NOTI IMPR DMNV FCAP KKMP NLIQ PREC,8243.04,8243.04
,0954,7822696,M01,,59054,22/06/2014,16/07/2014,16/07/2014,16/07/2014,17:00:00,SAUT10,009,ERM30041,,954INTSCADAINST REPOS. GASODUC B.P.MI003,CERR NOTI IMPR KKMP NLIQ PREC,7212.66,7736.26
,0954,7822697,M01,,59054,22/06/2014,11/07/2014,11/07/2014,11/07/2014,15:00:00,SMED00,010,ERM30041,,954INTMED REPOS. GASODUC.DE B.P. (EST.3),CERR NOTI IMPR DMNV MOVM NLIQ PREC,12432,12431.98
,0954,7822698,M01,,59346,22/06/2014,15/07/2014,15/07/2014,15/07/2014,12:00:00,SCOR00,006,DVC-MI-024-PC012,,0954 REVISION Y AJUSTE RECT. TONALA II,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7822699,M01,,59346,22/06/2014,15/07/2014,15/07/2014,15/07/2014,11:00:00,SCOR00,006,DVC-MI-024-PC011,,0954 REVISION Y AJUSTE RECT. TONALA I,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7822700,M01,,59346,22/06/2014,15/07/2014,15/07/2014,15/07/2014,17:00:00,SCOR00,006,DVC-MI-024-PC008,,0954 REVISION Y AJUSTE RECT. EST 2-2,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2584.36
,0954,7822701,M01,,59346,22/06/2014,15/07/2014,15/07/2014,15/07/2014,13:00:00,SCOR00,006,DVC-MI-023-PC002,,0954 REVISION Y AJUSTE RECT. EST 2-1,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7822702,M01,,59346,22/06/2014,15/07/2014,15/07/2014,15/07/2014,09:00:00,SCOR00,006,DVC-MI-023-PC001,,0954 REV Y AJUSTE RECT. TONALA-CEIBA,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7822706,M01,,59099,22/06/2014,07/07/2014,07/07/2014,07/07/2014,11:00:00,SMED00,010,ERM30013,,954INTMED MAIZ INDUSTRIALIZADO (MINSA),CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7822714,M01,,59129,22/06/2014,15/07/2014,15/07/2014,16/07/2014,13:00:00,SAUT10B,009,DUC-TR-GLP-D0001-TRM04-VS406,,954INTSCADALP V.S. CHINAMECA MIL-010,CERR NOTI IMPR KKMP NLIQ PREC,14425.32,14425.32
,0954,7822715,M01,,59347,22/06/2014,23/07/2014,23/07/2014,23/07/2014,12:00:00,SCOR00,006,DVC-MI-024-PC013,,0954 REVISION Y AJUSTE RECT GARCEÑO,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7822716,M01,,59347,22/06/2014,23/07/2014,23/07/2014,23/07/2014,10:00:00,SCOR00,006,DVP-MI-172-PC020,,0954 REVISION Y AJUSTE RECT CHOAPAS,CERR NOTI IMPR KKMP NLIQ PREC,3091.14,3091.14
,0954,7822717,M01,,59347,22/06/2014,23/07/2014,23/07/2014,23/07/2014,17:00:00,SCOR00,006,DVC-MI-023-PC003,,0954 REVISION Y AJUSTE RECT MATAMOROS,CERR NOTI IMPR KKMP NLIQ PREC,3091.14,3614.74
,0954,7822721,M01,,59046,22/06/2014,07/07/2014,07/07/2014,07/07/2014,16:00:00,SAUT10,009,ERM30038,,954INTSCADAGNELEC  MI-015 CPQ PAJARITOS,CERR NOTI IMPR KKMP NLIQ PREC,5151.9,5675.5
,0954,7822722,M01,,59055,22/06/2014,25/07/2014,25/07/2014,25/07/2014,15:00:00,SAUT10,009,DUC-TR-GSD-D0014-TRM01-TED01,,954INTSCADAINSTA TED EST.3  MINATI MI-03,CERR NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,8243.04
,0954,7822783,M01,,66567,22/06/2014,18/07/2014,18/07/2014,18/07/2014,08:00:00,SSEG10,004,DVP-MI-177,,Celaje Terrestre Ramal Troy Pajaritos,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7822784,M01,,66569,22/06/2014,16/07/2014,16/07/2014,16/07/2014,15:00:00,SSEG10,004,DVP-MI-179,,Celaje Terrestre Ramal Temex-,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7822785,M01,,66571,22/06/2014,16/07/2014,16/07/2014,16/07/2014,09:00:00,SSEG10,004,DVP-MI-181,,Celaje Terrestre Ramal Agros. CSC,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7822786,M01,,66577,22/06/2014,18/07/2014,18/07/2014,18/07/2014,10:00:00,SSEG10,004,DVP-MI-193,,Celaje Terrestre Pajaritos-Cloro Teh.,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7822791,M01,,66521,22/06/2014,16/07/2014,16/07/2014,16/07/2014,10:00:00,SSEG10,004,DVP-MI-182,,Celaje Terrestre Ramal ERA,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7822810,M01,,66568,22/06/2014,18/07/2014,18/07/2014,18/07/2014,11:00:00,SSEG10,004,DVP-MI-178,,Celaje Terrestre Ramal Agros. Pajaritos,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7822855,M01,,70485,22/06/2014,01/07/2014,01/07/2014,01/07/2014,15:00:00,PQ_SGD10,004,DVC-MI-043,,Verificacion Celaje Terrestre DDV 043,CTEC NOTI IMPR KKMP NLIQ PREC,5151.9,5151.9
,0954,7822856,M01,,70211,22/06/2014,01/07/2014,01/07/2014,01/07/2014,10:00:00,PQ_SGD10,004,DVC-MI-037,,Recorrido Celaje Terrestre DDV 037,CTEC NOTI IMPR KKMP NLIQ PREC,3091.14,3091.14
,0954,7823109,M01,,83678,23/06/2014,11/08/2014,,11/08/2014,00:00:00,SMCD00,011,ESC-CH-COM-TC02,20170302,MANTTO. PSV-ESC-CH-136-2A,ABIE DMNV KKMP PREC,4121.52,0
,0954,7823115,M01,,84204,23/06/2014,28/07/2014,28/07/2014,28/07/2014,11:00:00,PQ_COR00,006,DVC-MI-043-PC002,,0954 REVISION Y AJUSTE RECT TEMEX,CERR NOTI IMPR DMNV KKMP NLIQ PREC,6182.28,6182.28
,0954,7823116,M01,,84204,23/06/2014,28/07/2014,28/07/2014,28/07/2014,15:00:00,PQ_COR00,006,DVC-MI-041-PC001,,0959 REVISION Y AJUSTE RECT  JALTIPAN,CERR NOTI IMPR DMNV KKMP NLIQ PREC,6182.28,6182.28
,0954,7823122,M01,,83738,23/06/2014,12/08/2014,12/08/2014,12/08/2014,11:00:00,SAUT10,009,ERM30020,,954INTSCADA INSTTA CLORO DE TEHUANTE MI-,CTEC NOTI IMPR DMNV KKMP NLIQ PREC,4121.52,4121.52
,0954,7823329,M01,,,25/06/2014,01/07/2014,01/07/2014,01/07/2014,18:00:00,SRES00,007,DUC-TR-GSD-D0092-TRM03-VS445,,Orden y Limpieza VS. Tolosita,CERR NOTI IMPR KKMP NLIQ PREC,16486.08,18056.88
,0954,7823330,M01,,,26/06/2014,01/07/2014,01/07/2014,01/07/2014,11:00:00,SRES00,004,DUC-TR-GSD-D0092-TRM03-VS445,,Inspeccion de Seguridad VS. Tolosita,CERR NOTI IMPR DMNV KKMP NLIQ PREC,4121.52,4121.52
,0954,7823607,M01,,,30/06/2014,01/07/2014,01/07/2014,01/07/2014,15:00:00,PQ_MED00,010,DUC-TR-PQS-D0001-TRM02-TED01,,MOVIMIENTOS OPERATIVOS PARA LANZAMIENTO,CERR NOTI IMPR DMNV KKMP NLIQ PREC,12364.56,12364.56
,0954,7823608,M01,,,30/06/2014,01/07/2014,01/07/2014,03/07/2014,15:00:00,PQ_MED00,010,DUC-TR-PQS-D0001-TRM02-TRD02,,MOVIMIENTOS OPERATIVOS EN TRD MEDIAS AGU,CERR NOTI IMPR DMNV KKMP NLIQ PREC,9273.42,13462.22
,0954,7823936,M01,,51076,29/06/2014,01/07/2014,01/07/2014,04/07/2014,15:00:00,SSEG10,004,DVC-MI-023,,Recorrido Celaje Terrestre D.D.V. 23,CERR NOTI IMPR DMNV KKMP NLIQ PREC,32972.16,32972.16
,0954,7823937,M01,,51082,29/06/2014,01/07/2014,01/07/2014,04/07/2014,15:00:00,SSEG10,004,DVC-MI-024,,Recorrido Celaje Terrestre D.D.V. 24,CERR NOTI IMPR DMNV KKMP NLIQ PREC,32972.16,32972.16
,0954,7823938,M01,,51234,29/06/2014,17/07/2014,17/07/2014,17/07/2014,15:00:00,SSEG10,004,DVC-MI-047,,Recorrido Celaje Terrestre D.D.V.47,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7823939,M01,,51239,29/06/2014,18/07/2014,18/07/2014,18/07/2014,11:00:00,SSEG10,004,DVC-MI-029,,Recorrido Celaje Terrestre D.D.V. 29,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7823940,M01,,51240,29/06/2014,18/07/2014,18/07/2014,18/07/2014,12:00:00,SSEG10,004,DVC-MI-034,,Recorrido Celaje Terrestre D.D.V. 34,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7823970,M01,,53775,29/06/2014,05/08/2014,05/08/2014,08/08/2014,00:00:00,SMCD00,011,ESC-CH-AUX-GB01A,,"ECCHI MANTTO. MOTOGENERADOR ""A"". MANTENI",LIB. NOTP IMPR MACO MOVM NLIQ PREC,42853.52,44424.35
,0954,7823971,M01,,53775,29/06/2014,06/08/2014,06/08/2014,06/08/2014,15:00:00,SAUT00,012,ESC-CH-AUX-GB01A,,"ECCHI MANTTO. MOTOGENERADOR ""A""",CTEC NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7823972,M01,,53775,29/06/2014,05/08/2014,05/08/2014,06/08/2014,17:00:00,SMCD00,011,ESC-CH-AUX-GB01A,,"ECCHI MANTTO. MOTOGENERADOR ""A"". MANTENI",CTEC NOTI IMPR DMNV KKMP NLIQ PREC,8243.04,8766.64
,0954,7824041,M01,,55771,29/06/2014,18/07/2014,18/07/2014,18/07/2014,10:00:00,SSEG10,004,DVC-MI-180,,Recorrido C. T. DDV NVSO 002,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7824107,M01,,58179,29/06/2014,12/08/2014,,12/08/2014,00:00:00,SRES00,007,DUC-TR-GSD-D0092-TRM03-VS445,,"Mantto. VS Tolosita TGN 12""",ABIE DMNV PREC,22404.81,0
,0954,7824108,M01,,58179,29/06/2014,19/08/2014,,19/08/2014,00:00:00,SRES00,004,DUC-TR-GSD-D0092-TRM03-VS445,,Insp. de seg y Aud. a VS Tolosita TGN,LIB. IMPR KKMP NLIQ PREC,4121.52,0
,0954,7824109,M01,,58186,29/06/2014,02/07/2014,02/07/2014,02/07/2014,13:00:00,SRES00,007,DUC-TR-GSD-D0092-TRM04-VS452,,"Mantto a VS. MIR Los Perros TGN 12""",CERR NOTI IMPR KKMP NLIQ PREC,12364.56,12364.56
,0954,7824110,M01,,58186,29/06/2014,02/07/2014,02/07/2014,02/07/2014,11:00:00,SRES00,004,DUC-TR-GSD-D0092-TRM04-VS452,,Insp de Seg y Aud. a  VS. MIR Los Perros,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7824111,M01,,58186,29/06/2014,15/07/2014,15/07/2014,15/07/2014,15:00:00,SAUT10,009,DUC-TR-GSD-D0092-TRM04-VS452,,At Usuarios recorrido recolectar datos S,CERR NOTI IMPR KKMP NLIQ PREC,4121.52,4121.52
,0954,7824118,M01,,59350,29/06/2014,18/07/2014,18/07/2014,18/07/2014,09:00:00,SCOR00,006,DVC-MI-047-PC019,,0954 REVISION Y AJUSTE RECT CARRIZAL,CERR NOTI IMPR FCAP KKMP NLIQ PREC,2060.76,2060.76
,0954,7824119,M01,,59350,29/06/2014,18/07/2014,18/07/2014,18/07/2014,17:00:00,SCOR00,006,DVP-MI-180-PC023,,0954 REVISION Y AJUSTE RECT FENOQUIMIA,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2584.36
,0954,7824120,M01,,59350,29/06/2014,18/07/2014,18/07/2014,18/07/2014,11:00:00,SCOR00,006,DVC-MI-034-PC018,,0954 REVISION Y AJUSTE RECT HOLIDAY,CERR NOTI IMPR FCAP KKMP NLIQ PREC,2060.76,2060.76
,0954,7824121,M01,,59350,29/06/2014,18/07/2014,18/07/2014,18/07/2014,13:00:00,SCOR00,006,DVP-MI-183-PC024,,0954 REVISION Y AJUSTE RECT MINSA,CERR NOTI IMPR FCAP KKMP NLIQ PREC,2060.76,2060.76
,0954,7824122,M01,,59372,29/06/2014,17/07/2014,17/07/2014,17/07/2014,17:00:00,SMED00,010,ERM30044,,954INTMEDICION GRUPO IDESA (GLICOLES),CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8766.64
,0954,7824123,M01,,58992,29/06/2014,08/08/2014,,08/08/2014,00:00:00,SAUT10,009,ERM30030,,954INTSCADAGNELECT REFMINATITLAN  MI-010,ABIE DMNV KKMP NLIQ PREC,8243.04,0
,0954,7824124,M01,,58992,29/06/2014,08/08/2014,,08/08/2014,00:00:00,SAUT10,009,ERM30030,,954INTSCADAINSTTA  REFI MINATITL  MI-010,LIB. IMPR DMNV KKMP NLIQ PREC,16486.08,0
,0954,7824125,M01,,58992,29/06/2014,16/07/2014,16/07/2014,16/07/2014,15:00:00,SMED00,010,ERM30030,,954INTMED  REFINERIA MINATITLAN  MI-010,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8243.04
,0954,7824126,M01,,59085,29/06/2014,15/08/2014,15/08/2014,15/08/2014,17:00:00,SAUT10,009,DUC-TR-GSD-D0014-TRM02-VS105,,954INTSCADAINSTA V.S. MDR SAN JUAN MI026,CTEC NOTI IMPR KKMP NLIQ PREC,8243.04,8766.64
,0954,7824128,M01,,59052,29/06/2014,23/07/2014,23/07/2014,23/07/2014,15:00:00,SAUT10,009,ERM30020,,954INTSCADAELEC CLORO DE TEHUANTE MI-030,CERR NOTI IMPR DMNV KKMP NLIQ PREC,2060.76,2060.76
,0954,7824129,M01,,59071,29/06/2014,14/07/2014,14/07/2014,14/07/2014,17:00:00,SMED00,010,ERM30034,,954INTMEDICION  HOSP. AUX. DE NANCHITAL,CERR NOTI IMPR KKMP NLIQ PREC,8243.04,8766.64
,0954,7824132,M01,,59348,29/06/2014,22/07/2014,22/07/2014,22/07/2014,09:00:00,SCOR00,006,DVC-MI-023-PC004,,0954 REVISION Y AJUSTE RECT AGUACATE 1,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2060.76
,0954,7824133,M01,,59348,29/06/2014,22/07/2014,22/07/2014,22/07/2014,10:00:00,SCOR00,006,DVC-MI-024-PC014,,0954 REVISION Y AJUSTE RECT AGUACATE 2,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7824134,M01,,59348,29/06/2014,22/07/2014,22/07/2014,22/07/2014,17:00:00,SCOR00,006,DVC-MI-030-PC017,,0954 REVISION Y AJUSTE RECT IXH PALOMAS,CERR NOTI IMPR KKMP NLIQ PREC,2060.76,2584.36
,0954,7824135,M01,,59348,29/06/2014,22/07/2014,22/07/2014,22/07/2014,13:00:00,SCOR00,006,DVC-MI-023-PC007,,0954 REVISION Y AJUSTE RECT PALOMAS,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
,0954,7824136,M01,,59348,29/06/2014,22/07/2014,22/07/2014,22/07/2014,11:00:00,SCOR00,006,DVC-MI-023-PC005,,0954 REVISION Y AJUSTE RECT VENADO 1,CERR NOTI IMPR KKMP NLIQ PREC,1030.38,1030.38
